State,District,Block,Village,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,TDS,WQI,Water Quality Classification
Madhya Pradesh,Sidhi,Majhauli,Majhauli,7.4,960,40.37,407,25,42,30,365,100,28,50,0.9,0.99,576,248.21,Very Poor yet Drinkable
Madhya Pradesh,Alirajpur,Jobat,Jobat New,7.92,678,40.37,275,30,17,56,255,64,23,39,4.3,0.65,91,134.13,Poor
Assam,Lower Subansiri,Doimukh,Naharlagun I,7.8,375.2,40.37,189.25,49.63,40.65,38.19,140,10.01,27.91,35.5,20.78,0.27,181,99.21,Good
Bihar,Arwal,Arwal,Arwal,7.66,471,40.37,219.6,17.8,17,12.2,195,28,30.4,19.1,1,0.15,61,90.98,Good
Madhya Pradesh,Sidhi,Majhauli,Majhgawan,7.55,700,40.37,334,22,10,29,255,96,4,42,2,0.29,420,184.7,Poor
Madhya Pradesh,Alirajpur,Kattiwada,Kathiwara,7.52,765,40.37,390,22,16,12,300,82,23,41,5.8,0.87,110,150.74,Poor
Assam,Lakhimpur,Karunabari,Harmoti,6.7,36.17,40.37,36.63,53.18,9.93,0.08,35,6,4.85,32.29,1.44,0.62,181,42.02,Excellent
Bihar,Arwal,Sonbhadra,Bansi,7.59,795,40.37,341.6,39.1,39.5,23.4,290,76,24.3,49.5,1.7,0.35,118,156.83,Poor
Madhya Pradesh,Sidhi,Sihawal,Padariya,7.41,725,40.37,316,22,26,20,225,66,15,62,0.6,0.52,435,188.3,Poor
Madhya Pradesh,Alirajpur,Alirajpur,Khattali,7.56,602,40.37,244,27,11,49,250,64,22,24,2.1,0.89,186,133.4,Poor
Assam,Lakhimpur,Karunabari,Laluk,7.5,310.5,40.37,146.52,46.08,57.34,0.08,130,22.02,18.19,30.78,19.71,0.19,181,89.77,Good
Bihar,Arwal,Karpi,Bairbigha,7.47,1753,40.37,597.8,195.3,81.5,29,455,52,79,185,16.5,0.7,40,304.62,Unsuitable for Drinking
Madhya Pradesh,Sidhi,Majhauli,Parsilli,7.55,615,40.37,298,7,16,12,235,62,19,30,1.2,0.42,369,159.34,Poor
Madhya Pradesh,Alirajpur,Alirajpur,Nanpur,7.89,2265,40.37,824,290,12,43,615,178,41,245,5.5,1.06,150,409.46,Unsuitable for Drinking
Assam,Lakhimpur,Bihpuria,Bihpuria,8.2,163.5,40.37,12.21,14.18,30.74,10.08,65,22.02,2.42,4.17,3.14,0.34,181,54.35,Good
Bihar,Arwal,Kurtha,Kinjer,7.48,455,40.37,207.4,17.8,22.5,7.8,190,46,18.2,16.8,1.6,0.15,43,86.07,Good
Madhya Pradesh,Sidhi,Sidhi,Patpara,7.42,675,40.37,316,15,16,20,240,60,22,43,1.9,0.54,405,175.44,Poor
Madhya Pradesh,Alirajpur,Kattiwada,Salampura,7.92,706,40.37,317,27,19,39,185,38,22,75,2.6,0.53,180,151.64,Poor
Assam,Lakhimpur,Narayanpur,Bhogpur Charali,8,219.2,40.37,152.62,14.18,3.04,3.58,100,32.03,4.84,14.27,7.48,0.3,181,70.18,Good
Bihar,Arwal,Kurtha,Kurtha,7.33,979,40.37,408.7,81.7,34,6,320,52,46.2,72.3,8.7,0.38,120,185.35,Poor
Madhya Pradesh,Sidhi,Rampur Naikin,Rampur2,7.65,680,40.37,292,25,25,17,270,80,17,30,1.1,0.56,408,176.05,Poor
Madhya Pradesh,Anuppur,Pushprajgarh,Amarkantak,7.81,432,40.37,207,15,14,8,155,38,15,28,1.4,0.05,118,93.09,Good
Assam,Lakhimpur,Naoboisa,Dolanghat Chara,7.9,327.6,40.37,250.3,31.91,11.53,0.09,160,34.03,18.19,29,9.68,0.49,181,94.37,Good
Bihar,Arwal,Arwal,Madhuban,7.5,246,40.37,103.7,14.2,9.2,7.4,95,26,7.3,12.6,1.5,0.15,116,60.21,Good
Madhya Pradesh,Sidhi,Majhauli,Semariha,7.42,785,40.37,371,22,16,10,325,76,33,30,0.9,0.34,471,201.76,Very Poor yet Drinkable
Madhya Pradesh,Anuppur,Kotma,Banshi Tola,7.57,376,40.37,165,15,5,28,125,42,5,25,4.6,0.1,288,109.18,Poor
Assam,Lakhimpur,Lakhimpur,Panigaon,8,386.5,40.37,268.61,60.27,21.05,0.09,150,32.03,16.97,49.9,29.86,0.33,181,108.34,Poor
Bihar,Aurangabad,Daudnagar,Daudnagar,7.75,1344,40.37,439.2,152.7,75,19.2,330,74,35.2,131.2,45,0.45,120,248.55,Very Poor yet Drinkable
Madhya Pradesh,Sidhi,Sidhi,Sidhi,7.45,1190,40.37,425,111,35,49,320,78,30,125,1,0.4,714,308.13,Unsuitable for Drinking
Madhya Pradesh,Anuppur,Anuppur,Barbaspur,7.31,247,40.37,73,27,13,8,70,20,5,23,1.6,0.05,52,50.31,Good
Assam,Lakhimpur,Boginadi,Pathalipam II,8.1,204.9,40.37,85.47,39,24.68,0.19,85,20.02,8.49,12.78,11.61,0.17,181,66.43,Good
Bihar,Aurangabad,Goh,Devhara,7.78,743,40.37,372.1,17.8,27.4,12,205,32,30.4,68,15.8,0.92,57,139.52,Poor
Madhya Pradesh,Sidhi,Sihawal,Sihawal,7.59,695,40.37,322,17,12,20,290,90,16,24,0.8,0.53,417,180.09,Poor
Madhya Pradesh,Anuppur,Pushprajgarh,Basaniha,7.61,612,40.37,299,27,10,29,285,84,18,22,1.9,0.12,90,123.48,Poor
Assam,Lakhimpur,Boginadi,Pathalipam,7.4,27.59,40.37,30.52,10.64,3.42,0.09,25,4,3.64,8.53,2.51,0.62,181,34.77,Excellent
Bihar,Aurangabad,Rafiganj,Tinari Morh,7.95,1166,40.37,542.9,67.5,29.5,15.6,425,28,86.3,65.5,10.9,0.7,45,206.74,Very Poor yet Drinkable
Madhya Pradesh,Sidhi,Majhauli,Tamsar,7.36,642,40.37,243,12,46,40,220,66,13,45,0.4,1.49,385,168.61,Poor
Madhya Pradesh,Anuppur,Pushprajgarh,Bhejari,7.22,517,40.37,214,30,8,38,205,60,13,25,1.6,0.14,420,152.45,Poor
Assam,Dhemaji,Murkongselek,Telem,8.1,119.9,40.37,73.26,14.18,23.17,0.05,60,12.01,7.28,15.95,5.38,0.14,181,52.7,Good
Bihar,Aurangabad,Nabinagar,Mahuli,7.62,1464,40.37,524.6,134.9,97,10.7,355,42,60.8,150.5,39.7,0.28,111,267.71,Very Poor yet Drinkable
Madhya Pradesh,Sidhi,Majhauli,Tikri,7.46,625,40.37,261,27,8,29,245,80,11,30,1.5,0.6,375,162.21,Poor
Madhya Pradesh,Anuppur,Jaithari,Deohara,7.32,622,40.37,250,30,17,55,265,58,29,21,2.6,0.05,96,124.81,Poor
Assam,Dhemaji,Murkongselek,Bijoypur,8.1,102,40.37,61.05,14.18,32.8,0.58,80,12.01,12.13,6.84,2.13,0.08,181,50.21,Good
Bihar,Banka,Banka,Banka,7.41,690,40.37,215.3,55.4,59.2,18.6,190,40,21.9,56.2,1.4,0.22,37,123.56,Poor
Madhya Pradesh,Singrauli,Deosar,Banjari,7.28,787,40.37,225,62,37,43,310,82,26,28,4.5,0.5,472,200.29,Very Poor yet Drinkable
Madhya Pradesh,Anuppur,Jaithari,Dhangaon,7.84,528,40.37,226,32,12,23,200,62,11,27,5.6,0.73,76,104.48,Poor
Assam,East Siang,Ruksin,Sika Baman Todee,8,507.7,40.37,128.2,116.99,77.24,9.9,150,34.03,15.76,57.92,32.92,0.17,181,123.37,Poor
Bihar,Banka,Barahat,Barahat,7.34,608,40.37,264.5,30.9,51,38.19,130,18,20.7,71.4,5.3,1.17,144,127.85,Poor
Madhya Pradesh,Singrauli,Deosar,Bargawan,7.54,912,40.37,462,22,12,20,320,94,21,53,3.4,1.45,547,238.05,Very Poor yet Drinkable
Madhya Pradesh,Anuppur,Jaithari,Jamudi,7.66,617,40.37,299,37,7,5,205,56,16,52,1.4,1.65,24,111.74,Poor
Assam,Dhemaji,Dhemaji,Dhemaji,7.5,50.03,40.37,30.52,10.64,2.76,2.1,25,6,2.42,8.26,4.77,0.05,181,37.74,Excellent
Bihar,Banka,Chandan,Chandan,7.48,476,40.37,209.1,21.9,16,18.5,180,42,18.2,32.8,1.7,0.77,75,95.03,Good
Madhya Pradesh,Singrauli,Deosar,Betaha Dand,7.73,1286,40.37,523,57,55,15,345,102,22,120,5.6,1.95,771,329.53,Unsuitable for Drinking
Madhya Pradesh,Anuppur,Anuppur,Jhiriyatola,7.29,312,40.37,140,17,9,7,100,30,6,22,7.1,0.29,306,99.2,Good
Assam,Biswanath,Behali,Behali,8.1,191.4,40.37,231.99,17.73,10.51,2.98,90,18.01,10.91,44.27,16.61,0.14,181,76.5,Good
Bihar,Banka,Amarpur,English Morh,7.82,660,40.37,203,28.8,74.3,19.4,160,44,12.2,44.4,44.3,0.04,61,123.76,Poor
Madhya Pradesh,Singrauli,Deosar,Bharra,7.28,389,40.37,36,10,22,123,135,36,11,18,3.4,0.35,233,106.09,Poor
Madhya Pradesh,Anuppur,Jaithari,Kerar,7.52,832,40.37,433,37,12,2,350,112,17,33,1.6,0.26,35,151.61,Poor
Assam,Biswanath,Biswanath,Bihupukhuri,8.1,137.3,40.37,158.73,21.27,6.94,38.19,50,12.01,4.85,42.52,8.2,0.08,181,62.42,Good
Bihar,Banka,Banka,Fullidumar,7.64,518,40.37,227.6,32.4,38,15.4,120,28,12.2,64.3,2.9,1.13,162,117.68,Poor
Madhya Pradesh,Singrauli,Deosar,Bharseda,7.4,656,40.37,279,25,18,35,270,72,22,19,3.7,0.4,393,171.02,Poor
Madhya Pradesh,Anuppur,Kotma,Kotma,7.24,495,40.37,183,32,5,40,165,44,13,32,2.5,0.05,57,95.03,Good
Assam,Sonitpur,Naduar,Tupia,7.8,483.4,40.37,122.1,85.08,42.35,38.19,120,18.01,18.2,63.12,19.3,0.25,181,110.67,Poor
Bihar,Banka,Katoriya,katuria,8.11,729,40.37,221.4,74.6,61,25.4,310,62,37.7,45.1,1.6,0.44,162,150.4,Poor
Madhya Pradesh,Singrauli,Deosar,Chamari Dol,7.23,487,40.37,140,27,23,50,175,50,12,19,4.5,0.15,292,126.72,Poor
Madhya Pradesh,Anuppur,Jaithari,Lapta,7.59,985,40.37,372,105,8,44,325,84,28,78,3.5,0.54,43,177.76,Poor
Assam,Sonitpur,Dhekiajuli,Dhekiajuli,8.1,131.6,40.37,85.47,14.18,8.96,38.19,35,4,6.07,25.22,1.48,0.21,181,53.31,Good
Bihar,Banka,Shambhuganj,Mirzapur,8.51,945,15,350.6,78.2,26,38.19,150,20,24.3,127.2,10.8,1.77,120,175.35,Poor
Madhya Pradesh,Singrauli,Waidhan,Chaura,7.35,842,40.37,310,72,15,32,255,76,16,64,4.6,0.45,505,216.85,Very Poor yet Drinkable
Madhya Pradesh,Anuppur,Anuppur,Muddhoba,7.62,972,40.37,348,120,12,16,300,82,23,82,1.6,0.15,67,175.24,Poor
Assam,Sonitpur,Balipara,Barchola,8.1,216.8,40.37,85.47,38.99,25.72,38.19,75,12.01,10.92,22.8,11.85,0.22,181,68.07,Good
Bihar,Banka,Dhoraiya,Panjwara,7.63,381,40.37,166.1,28.1,30.9,38.19,150,26,20.7,22.5,7.1,0.37,74,78.81,Good
Madhya Pradesh,Singrauli,Deosar,Deosar1,7.31,695,40.37,249,27,18,49,270,58,30,22,4.1,0.4,417,178.11,Poor
Madhya Pradesh,Anuppur,Jaithari,Murra Tola,7.23,502,40.37,214,35,11,15,185,42,19,35,2.4,0.42,76,98.79,Good
Assam,Sonitpur,Gabhoru,Garumari/Ghoramari,8.1,336.2,40.37,134.31,88.63,12.28,38.19,130,30.02,13.33,39.98,6.96,0.17,181,90.45,Good
Bihar,Banka,Shambhuganj,Sambuganj,7.76,724,40.37,252.2,48.4,59,38.19,180,26,28.3,76.9,4.3,0.54,432,184.58,Poor
Madhya Pradesh,Singrauli,Waidhan,Gaderiya,7.45,612,40.37,279,22,12,32,200,64,10,36,4.8,0.75,367,161.16,Poor
Madhya Pradesh,Anuppur,Kotma,Nagara Bandh,7.74,932,40.37,421,82,9,6,325,90,24,68,2.6,0.69,126,180.12,Poor
Assam,Sonitpur,Balipara,Balipara,7.6,226.1,40.37,134.31,17.73,32.22,38.19,100,28.02,7.27,20.82,8.21,0.25,181,72.66,Good
Bihar,Begusarai,Matihani,badaalpura,7.86,798,40.37,378.2,39.1,33,0.7,350,46,57.1,17.8,5.5,0.26,85,149.31,Poor
Madhya Pradesh,Singrauli,Waidhan,Jamgadi,6.98,286,40.37,79,5,14,42,25,6,2,46,4.3,0.15,171,75.91,Good
Madhya Pradesh,Anuppur,Pushprajgarh,Piparaha,7.59,578,40.37,281,27,17,5,205,46,22,42,3.2,0.17,162,124.86,Poor
Assam,Kamrup,Rani,Rani,7.3,137.1,40.37,30.52,46.08,18.7,1.51,40,24.99,6.07,9.27,6.29,0.05,181,53.72,Good
Bihar,Begusarai,Matihani,bariarpur,7.82,625,40.37,335.5,17.8,10.8,2.2,290,52,38.9,5.9,6,0.32,36,113.96,Poor
Madhya Pradesh,Singrauli,Waidhan,Jattha Tola,7.27,912,40.37,340,60,16,50,335,98,22,43,2.4,0.45,547,235.17,Very Poor yet Drinkable
Madhya Pradesh,Anuppur,Pushprajgarh,Podki,7.96,585,40.37,293,27,14,6,210,50,21,45,1.5,0.11,84,115.66,Poor
Assam,Kamrup,Chhaygaon,Chhaygaon,8.1,318.9,40.37,146.52,14.18,69.06,28.4,95,69.98,16.99,3.76,2.5,0.46,181,93.61,Good
Bihar,Begusarai,Matihani,bareighu,7.74,828,40.37,359.9,49.7,31.4,20.1,295,42,46.2,49.8,6.4,0.56,156,166.13,Poor
Madhya Pradesh,Singrauli,Waidhan,Kachani,7.1,1412,40.37,322,177,35,99,555,156,40,59,5.3,0.35,847,357.6,Unsuitable for Drinking
Madhya Pradesh,Anuppur,Pushprajgarh,Rajendra Gram,7.32,511,40.37,250,27,5,7,185,42,19,34,1.1,0.07,120,106.58,Poor
Assam,Kamrup,Boko,Bamunigaon,7.9,197.1,40.37,115.99,24.82,39.66,0.44,70,39.98,9.7,17.46,2.2,0.51,181,69.55,Good
Bihar,Begusarai,Cheria Bariyarpur,Cheria Bariarpur,7.65,2155,40.37,579.5,298.2,140.2,43.2,570,126,62,187.3,76.1,0.93,228,400.43,Unsuitable for Drinking
Madhya Pradesh,Singrauli,Deosar,Karthua,7.23,787,40.37,115,107,42,67,215,58,17,69,5.1,0.2,472,199.43,Poor
Madhya Pradesh,Anuppur,Jaithari,Venkat Nagar,7.78,695,40.37,372,17,16,4,220,58,18,62,2.3,0.26,88,136.01,Poor
Assam,Kamrup,Boko,Boko,7.8,249.9,40.37,122.1,124.08,8.34,1.51,115,94.98,23.05,3.12,0.94,0.75,181,83.9,Good
Bihar,Begusarai,balia,Chhoti Balia,7.64,744,40.37,305,60.4,32.1,38.19,325,60,42.5,18.2,7.2,0.37,210,156.83,Poor
Madhya Pradesh,Singrauli,Deosar,Kohara Khoh,7.63,565,40.37,182,22,25,48,180,58,9,33,4.1,0.3,339,146.64,Poor
Madhya Pradesh,Ashok Nagar,Mungoali,Athaikhera,8.05,980,40.37,477,37,5,13,370,28,73,48,2.7,1.32,86,178.16,Poor
Assam,Goalpara,Rongjuli,Rongjuli,7.4,188.9,40.37,85.47,17.73,16.82,18.7,70,34.97,8.49,7.38,2.45,0.55,181,64.49,Good
Bihar,Begusarai,Cheria Bariyarpur,gopalpur,7.48,1086,40.37,390.4,113.6,56.5,2.1,465,82,63.2,33.9,5,0.32,144,203.94,Very Poor yet Drinkable
Madhya Pradesh,Singrauli,Waidhan,Koyal Khunth,7.34,745,40.37,310,40,15,29,285,56,35,32,4.5,0.3,447,191.9,Poor
Madhya Pradesh,Ashok Nagar,Mungoali,Bahadurpur,8.08,1586,40.37,471,191,10,125,640,90,101,62,2.1,0.26,57,277.51,Very Poor yet Drinkable
Assam,North Garo Hills,Resulbelpara,Dainadubi,7.2,91.7,40.37,24.42,28.36,4.92,38.19,40,9.98,2.42,13.77,1.63,0.09,181,43.76,Excellent
Bihar,Begusarai,begusarai,haridia,7.32,1512,40.37,506.3,195.3,46.2,22.2,460,68,70.5,113.2,37.1,0.4,246,291.52,Very Poor yet Drinkable
Madhya Pradesh,Singrauli,Waidhan,Mara,6.96,1012,40.37,371,97,18,17,385,112,26,40,9,0.25,607,257.58,Very Poor yet Drinkable
Madhya Pradesh,Ashok Nagar,Ashok Nagar,Barkheda,7.61,475,40.37,193,35,4,11,140,38,11,40,1.7,0.6,33,86.23,Good
Assam,North Garo Hills,Resulbelpara,Rongmil,4.5,129.5,40.37,24.42,49.63,7.64,4.61,40,19.98,4.85,10.15,3.19,0.62,181,51.08,Good
Bihar,Begusarai,sahibpur kamal,heer tola,7.76,581,40.37,262.3,32,30.7,38.19,245,40,35.2,15.9,7.7,0.38,73,110.94,Poor
Madhya Pradesh,Singrauli,Deosar,Papal Khera,7.46,668,40.37,310,12,10,65,260,76,17,25,4.3,0.55,400,178.8,Poor
Madhya Pradesh,Ashok Nagar,Chanderi,Chanderi,7.62,746,40.37,103,101,55,80,50,14,4,138,5.7,0.2,180,155.9,Poor
Assam,East Garo Hills,Dambo Rongjeng,Rongjeng,4.4,407.8,40.37,91.57,77.99,6.14,13.66,85,54.98,13.34,4.97,6.98,0.62,181,94.29,Good
Bihar,Begusarai,balia,lakhmiinia,7.44,1319,40.37,445.3,127.8,74.5,41.6,355,82,36.5,121.1,33.6,0.45,210,259.34,Very Poor yet Drinkable
Madhya Pradesh,Singrauli,Deosar,Parasi,7.32,523,40.37,158,27,12,75,185,58,10,27,5.2,0.65,313,138.62,Poor
Madhya Pradesh,Ashok Nagar,Mungoali,Damdama,8.16,567,40.37,272,22,4,21,235,64,18,19,2.2,0.27,369,152.45,Poor
Assam,East Garo Hills,Dambo Rongjeng,Darugiri,7.3,235.6,40.37,48.84,191.43,177.32,8.96,190,159.98,38.83,1.76,0.28,0.1,181,105.74,Poor
Bihar,Begusarai,begusarai,mohanpur,7.47,968,40.37,463.6,39.1,44.6,2.6,390,64,55.9,34.7,12.5,0.67,708,268.99,Very Poor yet Drinkable
Madhya Pradesh,Singrauli,Waidhan,Parsauna New,6.82,482,40.37,237,12,14,15,170,42,16,25,1.3,0.3,289,126.54,Poor
Madhya Pradesh,Ashok Nagar,Isagarh,Dhakoni,7.45,532,40.37,260,20,6,8,215,66,12,20,1,0.21,346,142.18,Poor
Assam,East Garo Hills,Samanda,Samanda Megapagre,6.9,69.34,40.37,24.42,17.73,4.55,1.63,25,9.99,2.42,4.97,1.6,0.07,181,39.95,Excellent
Bihar,Begusarai,Tegra,naya nagar,7.25,949,40.37,451.4,46.2,38.2,1.2,340,40,58.3,55.8,9.7,0.2,84,175.96,Poor
Madhya Pradesh,Singrauli,Deosar,Sarai,7.43,702,40.37,310,37,8,15,230,56,22,44,6.4,0.25,421,180.66,Poor
Madhya Pradesh,Ashok Nagar,Isagarh,Isagarh,7.7,853,40.37,151,119,85,35,130,14,23,130,5.7,0.36,554,224.28,Very Poor yet Drinkable
Assam,West Garo Hills,Rongram,Asanang,7.7,128.9,40.37,54.94,39,8.32,0.97,45,14.98,3.63,24.04,2.81,0.08,181,53.09,Good
Bihar,Begusarai,sahibpur kamal,new jafar nagar,7.87,1097,40.37,427,81.7,51.7,36.9,425,90,48.6,52.1,6.1,0.53,156,212.93,Very Poor yet Drinkable
Madhya Pradesh,Tikamgarh,Baldeogarh,Baldeogarh,7.58,706,40.37,287,50,41,29,265,72,21,42,13.6,0.97,423,187.43,Poor
Madhya Pradesh,Ashok Nagar,Mungoali,Khalilpur,7.52,618,40.37,236,52,11,25,225,72,11,30,12.4,0.28,402,165.2,Poor
Assam,West Garo Hills,Rongram,Rongram,7.2,116.2,40.37,30.52,35.45,7.74,3.02,40,19.98,4.85,2.57,8.54,0.06,181,48.83,Excellent
Bihar,Begusarai,balia,parihara,8.03,628,40.37,335.5,24.9,3.4,0.7,240,28,41.3,30.2,5.1,0.72,87,121.22,Poor
Madhya Pradesh,Tikamgarh,Palera,Bamori1,7.54,866,40.37,500,28,6,46,385,94,36,52,1.1,1.42,519,235.89,Very Poor yet Drinkable
Madhya Pradesh,Ashok Nagar,Mungoali,Mungaoli,7.88,1257,40.37,308,215,8,60,485,112,50,62,2.7,0.32,817,327,Unsuitable for Drinking
Assam,SW Garo,Zikzak,Zikzak,7.7,368,40.37,152.62,56.72,73.46,1.26,165,84.94,20.62,4.98,2.37,0.16,181,100.98,Poor
Bihar,Begusarai,sahibpur kamal,Sabdalpur,8.12,720,40.37,335.5,28.4,23.7,21.5,295,36,49.8,9.9,35.3,0.45,216,156.96,Poor
Madhya Pradesh,Tikamgarh,Telamgarh,Baragaon,7.33,1182,40.37,342,138,49,96,490,160,22,51,13.57,0.36,709,310.13,Unsuitable for Drinking
Madhya Pradesh,Ashok Nagar,Isagarh,Pachlana,8.01,610,40.37,284,25,5,20,150,20,24,66,1.8,0.48,397,162.92,Poor
Assam,SW Garo,Betasing,Ampati,8,348.1,40.37,103.78,85.08,62.27,12.24,135,84.96,20.62,4.14,1.67,0.34,181,97.22,Good
Bihar,Begusarai,begusarai,Simri,7.51,1008,40.37,408.7,85.2,45.2,2.1,380,42,66.8,41.6,23.8,0.42,132,190.52,Poor
Madhya Pradesh,Tikamgarh,Jatara,Bawari,7.56,568,40.37,305,21,26,8,270,90,11,18,1.7,0.35,340,152.9,Poor
Madhya Pradesh,Ashok Nagar,Mungoali,Sahrai,7.45,225,40.37,55,20,8,27,50,12,5,25,1.4,0.41,146,60.92,Good
Assam,SW Garo,Betasing,Garobandha,7.7,279.1,40.37,42.73,74.45,91.02,38.19,70,34.97,8.49,36.05,9.86,0.07,181,83.7,Good
Bihar,Begusarai,teghra,tegra,7.93,972,40.37,420.9,53.3,61.9,3.9,415,84,49.8,27.5,9.4,0.33,294,210.35,Very Poor yet Drinkable
Madhya Pradesh,Tikamgarh,Jatera,Bera,7.23,515,40.37,238,35,17,27,230,62,18,17,1.6,0.59,309,138.08,Poor
Madhya Pradesh,Ashok Nagar,Ashok Nagar,Sankat Mochan,7.39,723,40.37,354,25,6,20,215,34,32,63,2,0.43,470,193.17,Poor
Assam,West Garo Hills,Selsella,Damjongre,7.9,104.4,40.37,48.84,24.82,7.72,0.23,50,14.97,3.63,9.31,4.14,0.13,181,47.64,Excellent
Bihar,Bhabhua,Chainpur,Chainpur,8.03,1286,40.37,439.2,177.5,26.6,1,80,22,6.1,254,1.2,1.31,66,229.09,Very Poor yet Drinkable
Madhya Pradesh,Tikamgarh,Tekamgarh,Kundeshwar,7.45,965,40.37,421,43,24,35,315,70,34,71,0.9,0.51,579,250.33,Very Poor yet Drinkable
Madhya Pradesh,Ashok Nagar,Isagarh,Saraskheri,8.07,708,40.37,348,17,5,32,250,60,24,44,1.7,0.55,460,190.66,Poor
Assam,West Garo Hills,Selsella,Rajabala,7.9,132.2,40.37,73.26,24.82,15.8,0.37,50,29.98,7.28,6.47,1.48,0.14,181,54.48,Good
Bihar,Bhabhua,Chand,Chand,7.74,1473,40.37,567.3,32,104.5,95,450,126,32.8,107,5.9,0.6,252,296.23,Very Poor yet Drinkable
Madhya Pradesh,Tikamgarh,Jatera,Ladhaura,7.6,827,40.37,464,25,11,47,290,78,23,89,13.57,1.16,496,226.27,Very Poor yet Drinkable
Madhya Pradesh,Ashok Nagar,Mungoali,Sehpura Chak,8.27,445,18,183,12,5,10,135,24,18,36,1.4,0.48,289,115.78,Poor
Assam,West Garo Hills,Selsella,Phulbari,8.1,195.9,40.37,103.78,35.45,21.47,0.46,85,44.97,10.91,5.47,1.96,0.14,181,66.88,Good
Bihar,Bhabhua,Chainpur,Khariava,7.91,901,40.37,384.3,78.1,12.9,16,310,84,24.3,52,12,0.42,103,170.97,Poor
Madhya Pradesh,Tikamgarh,Tekamgarh,Majna,6.88,1045,40.37,128,138,63,181,350,68,44,75,2.3,0.47,627,274.95,Very Poor yet Drinkable
Madhya Pradesh,Ashok Nagar,Ashok Nagar,Semrisahabad,8.13,608,40.37,305,20,4,15,225,52,23,33,2,0.12,395,162.89,Poor
Assam,Nagaon,NA,Phulaguri,8.1,385.6,40.37,323.56,10.64,3.78,38.19,150,20.02,24.26,55.3,1.87,0.63,181,105.03,Poor
Bihar,Bhabhua,Mohania,Mohania (N.W.),7.84,866,40.37,378.2,60.4,30.2,12,305,92,18.2,61,1.1,0.44,486,221.24,Very Poor yet Drinkable
Madhya Pradesh,Tikamgarh,Baldeogarh,Manikpur,7.38,660,40.37,256,18,18,93,270,80,17,23,2.1,0.44,396,178.07,Poor
Madhya Pradesh,Ashok Nagar,Ashok Nagar,Shadora,7.84,1055,40.37,372,125,8,25,405,88,45,50,1.7,0.32,686,275.74,Very Poor yet Drinkable
Assam,Golaghat,NA,Haldibari Buri Ai,7.5,515.8,40.37,262.51,56.72,74.71,38.19,145,10.01,29.12,39.22,86.04,1,181,129.83,Poor
Bihar,Bhabhua,Nuwan,Nuawan,7.89,698,40.37,183,110.1,7.6,9.3,215,58,17,46.4,1.9,0.12,414,173.61,Poor
Madhya Pradesh,Tikamgarh,Tekamgarh,Mawai,7.64,992,40.37,281,103,72,80,410,122,25,48,0.5,0.94,595,262.01,Very Poor yet Drinkable
Madhya Pradesh,Ashok Nagar,Isagarh,Shankarpur,8.12,362,40.37,55,42,5,36,70,18,6,23,17,0.07,235,93.31,Good
Assam,Jorhat,NA,Lichubari,7.7,176.1,40.37,48.84,67.35,35.37,38.19,40,6,6.07,46.62,10.06,0.07,181,64.53,Good
Bihar,Bhabhua,Bhagwanpur,Saraiya,7.69,1034,40.37,512.4,24.9,26.4,28,380,112,24.3,56,2.8,0.28,156,204.67,Very Poor yet Drinkable
Madhya Pradesh,Tikamgarh,Pritvipur,Nengawan,7.26,1098,40.37,336,117,62,103,435,112,38,66,2,0.94,658,292.08,Very Poor yet Drinkable
Madhya Pradesh,Balaghat,Waraseoni,Amai,7.92,1006,40.37,262,135,10,65,460,92,56,15,2.8,0.96,654,261.55,Very Poor yet Drinkable
Assam,Jorhat,NA,Kunwari Pukhuri,7.9,135,40.37,79.36,24.82,20.89,38.19,60,14.01,6.06,22.15,4.97,0.1,181,55.99,Good
Bihar,Bhabhua,Bhagwanpur,Tori forest chk. Post (Bh,8,635,40.37,250.1,67.5,13.1,3.5,175,58,7.3,54,10.4,0.26,168,133.79,Poor
Madhya Pradesh,Tikamgarh,Niwari,Niwari New,7.19,1345,40.37,433,149,56,117,615,190,34,41,13.57,0.4,807,356.76,Unsuitable for Drinking
Madhya Pradesh,Balaghat,Paraswada,Bagholi,8.05,321,40.37,122,17,15,14,100,28,7,22,6.5,0.15,209,86.45,Good
Assam,Jorhat,NA,Cinemora,7.7,833.7,40.37,189.25,308.42,76.45,0.81,175,32.03,23.04,116.59,23.22,0.14,181,183.72,Poor
Bihar,Bhagalpur,Sultanganj Purushott,Akbarpur,7.33,499,40.37,227.6,21.2,38.6,4.2,155,30,19.4,45.9,1.8,0.61,408,147.38,Poor
Madhya Pradesh,Tikamgarh,Niwari,Orchha,7.37,1180,40.37,451,99,69,101,555,120,62,43,2.1,0.86,708,317.28,Unsuitable for Drinking
Madhya Pradesh,Balaghat,Baihar,Baihar1,8.1,929,40.37,195,150,45,34,275,72,23,80,4.2,0.09,604,242.34,Very Poor yet Drinkable
Assam,Jorhat,NA,Gatisunga,8,462.2,40.37,219.78,109.9,25.46,38.19,130,20.02,19.41,69.32,35.69,0.16,181,118.34,Poor
Bihar,Bhagalpur,Jagdishpur,Bhagalpur,7.96,534,40.37,246,39,28.7,38.19,170,32,21.9,49.4,1.1,0.35,120,112,Poor
